Estatus,Transacción,Fecha de Transmisión,Proveedor,Tamaño del Archivo (KB),Número de Documentos,Estándar,Versión del Cliente,Tipo de Error,Tiempo de Procesamiento (ms),Canal de Transmisión,Sistema Receptor,Prioridad del Mensaje,Causa de la Falla,Detectado,Reportado por Cliente Final,Sistema Transmisor,multa,retrabajo (hrs)
Éxito,862,2025-04-11,10661,510.79,75.0,EDIFACT,,Desincronización de reloj,1853.52,API,SAP,Alta,Error de autenticación,No,Sí,LEGACY,0.0,0.0
Éxito,862,2025-10-01,33207,441.46,,EDIFACT,410,Error de autenticación,1601.94,API,Legacy,Alta,Duplicado,Sí,No,EPICOR,0.0,0.0
Éxito,810,2025-11-08,7673,373.75,55.0,EDIFACT,SAP PI,Error de autenticación,1356.24,AS2,Legacy,Baja,Duplicado,No,Sí,LEGACY,0.0,0.0
Éxito,810,2025-07-14,7431,347.96,51.0,EDIFACT,410,Timeout,1262.66,SFTP,SAP,Alta,Desincronización de reloj,No,Sí,VAN,0.0,0.0
Falla,856,2025-12-16,5309,683.19,100.0,X12,,Error de autenticación,2479.12,AS2,Legacy,Alta,Formato no soportado,Sí,Sí,SEEBURGER,300.0,5.0
Falla,856,2025-12-17,14473,624.23,91.0,X12,S4HANA,Formato inválido,2265.17,SFTP,Legacy,Alta,Falta un campo mandatorio,Sí,No,SEEBURGER,273.0,4.55
Éxito,830,2025-01-10,13008,534.4,78.0,EDIFACT,,Desincronización de reloj,1939.2,FTPS,SAP,Alta,Mal encoding,No,Sí,EPICOR,0.0,0.0
Éxito,862,2025-10-10,16157,214.36,31.0,X12,S4HANA,Timeout,777.86,API,Legacy,Baja,Fallo en unidades de medida,No,Sí,SIMTEL,0.0,0.0
Éxito,850,2025-01-27,24380,550.18,80.0,EDIFACT,410,Error de autenticación,1996.46,API,Legacy,Alta,Documento parcialmente transmitido,No,Sí,LEGACY,0.0,0.0
Falla,862,2025-07-18,32752,584.76,85.0,X12,S4HANA,Timeout,,AS2,SAP,Alta,Fallo en unidades de medida,No,Sí,SEEBURGER,255.0,4.25
Éxito,830,2025-07-13,18989,469.01,69.0,X12,S4HANA,Timeout,1701.92,API,SAP,Alta,Desincronización de reloj,No,Sí,LEGACY,0.0,0.0
Éxito,856,2025-03-06,22274,490.66,72.0,X12,ECC6.0,,1780.48,API,SAP,Media,Error de autenticación,Sí,Sí,SIMTEL,0.0,0.0
Falla,856,2025-08-09,15309,613.62,90.0,EDIFACT,ECC6.0,Timeout,2226.67,API,SAP,Alta,Documento parcialmente transmitido,Sí,Sí,SEEBURGER,270.0,4.5
Éxito,850,2025-12-26,12198,496.33,73.0,X12,SAP PI,Timeout,1801.05,FTPS,SAP,Alta,Falta un campo mandatorio,No,Sí,SEEBURGER,0.0,0.0
Éxito,850,2025-08-07,14535,492.93,,X12,SAP PI,,1788.72,AS2,SAP,Media,Mal encoding,No,Sí,SEEBURGER,0.0,0.0
Éxito,830,2025-10-09,5385,450.12,66.0,EDIFACT,R/3,Sin respuesta,1633.37,API,VAN,Alta,Certificado expirado,Sí,No,LEGACY,0.0,0.0
Falla,850,2025-03-12,2233,575.58,84.0,X12,410,Formato inválido,2088.63,AS2,SAP,Alta,Formato no soportado,Sí,No,VAN,252.0,4.2
Éxito,810,2025-03-01,17542,541.63,79.0,EDIFACT,SAP PI,Desincronización de reloj,1965.44,FTPS,Legacy,Alta,Documento parcialmente transmitido,Sí,No,SEEBURGER,0.0,0.0
Éxito,850,2025-08-13,19466,384.34,56.0,X12,R/3,Sin respuesta,1394.67,AS2,SAP,Media,Formato no soportado,No,Sí,SAP,0.0,0.0
Éxito,856,2025-03-02,33304,538.81,79.0,EDIFACT,410,Timeout,1955.2,AS2,SAP,Media,Formato no soportado,No,Sí,SEEBURGER,0.0,0.0
Éxito,830,2025-11-12,21564,518.69,76.0,X12,S4HANA,Error de autenticación,1882.19,SFTP,SAP,Media,Mal encoding,No,Sí,LEGACY,0.0,0.0
Falla,862,2025-07-08,21737,596.36,87.0,EDIFACT,SAP PI,Timeout,2164.04,AS2,WEBEDI,Media,Formato no soportado,No,Sí,EPICOR,261.0,4.35
Éxito,862,2025-06-30,32763,491.02,72.0,EDIFACT,ECC6.0,Formato inválido,1781.78,OFTP,SAP,Alta,Falta un campo mandatorio,Sí,Sí,SEEBURGER,0.0,0.0
Éxito,830,2025-04-10,20312,402.61,59.0,X12,ECC6.0,Timeout,1460.97,FTPS,Legacy,Baja,Documento parcialmente transmitido,Sí,No,EPICOR,0.0,0.0
Éxito,810,2025-06-25,18208,454.84,66.0,X12,S4HANA,Error de autenticación,1650.5,AS2,VAN,Media,Fallo en unidades de medida,No,Sí,SAP,0.0,0.0
Falla,862,2025-08-12,5200,683.43,100.0,X12,S4HANA,Sin respuesta,2479.99,API,WEBEDI,Baja,Mal encoding,Sí,No,VAN,300.0,5.0
Éxito,856,2025-01-30,6682,478.74,70.0,EDIFACT,S4HANA,Formato inválido,1737.22,OFTP,Legacy,Media,Falta un campo mandatorio,No,Sí,SEEBURGER,0.0,0.0
Falla,862,2025-05-02,29069,603.33,88.0,EDIFACT,R/3,,2189.33,API,SAP,Alta,Error de autenticación,Sí,No,VAN,264.0,4.4
Éxito,862,2025-04-29,25198,362.96,,X12,S4HANA,Error de autenticación,1317.09,SFTP,SAP,Media,Certificado expirado,Sí,No,SIMTEL,0.0,0.0
Éxito,856,2025-02-17,33063,539.6,,EDIFACT,R/3,Desincronización de reloj,1958.07,AS2,Legacy,Baja,Desincronización de reloj,No,Sí,VAN,0.0,0.0
Éxito,850,2025-10-29,10054,346.66,51.0,X12,SAP PI,Sin respuesta,1257.94,FTPS,VAN,Media,Formato no soportado,Sí,Sí,SIMTEL,0.0,0.0
Éxito,810,2025-01-06,19985,507.02,74.0,EDIFACT,SAP PI,Sin respuesta,1839.84,API,Legacy,Media,Desincronización de reloj,Sí,No,EPICOR,0.0,0.0
Éxito,856,2025-04-27,30574,425.96,62.0,EDIFACT,R/3,Timeout,1545.7,AS2,SAP,Media,Fallo en unidades de medida,No,Sí,EPICOR,0.0,0.0
Éxito,856,2025-07-31,31759,407.55,60.0,X12,410,Formato inválido,,SFTP,Legacy,Media,Falta un campo mandatorio,No,Sí,SIMTEL,0.0,0.0
Éxito,810,2025-10-18,11585,478.62,70.0,EDIFACT,,Desincronización de reloj,1736.79,AS2,,Baja,Desincronización de reloj,No,Sí,VAN,0.0,0.0
Éxito,850,2025-01-24,14781,309.95,45.0,EDIFACT,SAP PI,Desincronización de reloj,1124.73,FTPS,Legacy,Baja,Documento parcialmente transmitido,Sí,Sí,SIMTEL,0.0,0.0
Éxito,856,2025-01-08,33089,356.08,52.0,EDIFACT,410,Sin respuesta,1292.12,AS2,SAP,Alta,Falta un campo mandatorio,Sí,No,SAP,0.0,0.0
Éxito,850,2025-05-08,4255,509.36,74.0,EDIFACT,,Desincronización de reloj,1848.34,API,,Baja,Error de autenticación,Sí,Sí,SEEBURGER,0.0,0.0
Éxito,856,2025-01-30,19357,325.29,48.0,EDIFACT,R/3,Formato inválido,1180.39,API,SAP,Baja,Documento parcialmente transmitido,No,Sí,SEEBURGER,0.0,0.0
Éxito,856,2025-02-09,18991,347.84,51.0,EDIFACT,410,Formato inválido,1262.22,SFTP,Legacy,Baja,Fallo en unidades de medida,Sí,Sí,VAN,0.0,0.0
Falla,830,2025-01-30,12119,678.67,99.0,X12,ECC6.0,Sin respuesta,2462.72,FTPS,Legacy,Media,Mal encoding,No,Sí,SAP,297.0,4.95
Falla,862,2025-03-06,32866,657.12,96.0,X12,410,,2384.52,AS2,SAP,Baja,Formato no soportado,Sí,No,SAP,288.0,4.8
Éxito,810,2025-08-13,17318,416.75,61.0,EDIFACT,410,Error de autenticación,1512.28,AS2,Legacy,Media,Certificado expirado,No,Sí,LEGACY,0.0,0.0
Éxito,830,2025-04-03,31105,532.91,78.0,X12,ECC6.0,Formato inválido,1933.79,API,SAP,Baja,Duplicado,No,Sí,LEGACY,0.0,0.0
Éxito,850,2025-05-25,3304,417.6,61.0,EDIFACT,S4HANA,Desincronización de reloj,1515.36,AS2,SAP,Alta,Desincronización de reloj,Sí,Sí,SAP,0.0,0.0
Éxito,856,2025-01-23,28104,421.83,62.0,EDIFACT,,,,AS2,SAP,Media,Fallo en unidades de medida,Sí,No,SIMTEL,0.0,0.0
Éxito,856,2025-06-10,9773,186.44,27.0,EDIFACT,,Timeout,676.54,SFTP,,Baja,Fallo en unidades de medida,Sí,No,SAP,0.0,0.0
Falla,810,2025-06-29,32951,652.87,95.0,EDIFACT,SAP PI,Desincronización de reloj,2369.1,FTPS,,Alta,Fallo en unidades de medida,Sí,No,LEGACY,285.0,4.75
Éxito,830,2025-11-05,24542,555.46,81.0,X12,,Timeout,2015.62,SFTP,Legacy,Alta,Duplicado,No,Sí,SEEBURGER,0.0,0.0
Falla,830,2025-12-02,17169,574.24,84.0,X12,S4HANA,Error de autenticación,2083.77,API,SAP,Alta,Desincronización de reloj,No,Sí,VAN,252.0,4.2
Éxito,850,2025-05-06,29045,553.23,81.0,EDIFACT,S4HANA,Formato inválido,2007.53,SFTP,WEBEDI,Alta,Duplicado,Sí,No,EPICOR,0.0,0.0
Éxito,830,2025-05-30,8407,480.09,70.0,X12,SAP PI,Formato inválido,1742.12,AS2,SAP,Media,Duplicado,No,Sí,EPICOR,0.0,0.0
Éxito,862,2025-11-07,23240,496.54,73.0,EDIFACT,R/3,Formato inválido,1801.82,API,,Alta,Falta un campo mandatorio,Sí,Sí,SEEBURGER,0.0,0.0
Falla,810,2025-07-23,13432,646.57,95.0,X12,R/3,,2346.24,AS2,Legacy,Media,Error de autenticación,No,Sí,SIMTEL,285.0,4.75
Éxito,856,2025-03-04,14529,422.31,62.0,EDIFACT,R/3,Error de autenticación,1532.45,API,SAP,Media,Duplicado,No,Sí,VAN,0.0,0.0
Éxito,830,2025-12-03,23661,351.0,51.0,X12,,Timeout,1273.69,API,WEBEDI,Baja,Documento parcialmente transmitido,Sí,Sí,EPICOR,0.0,0.0
Éxito,830,2025-02-09,10017,407.81,60.0,EDIFACT,410,,1479.84,API,SAP,Baja,Desincronización de reloj,No,Sí,EPICOR,0.0,0.0
Éxito,856,2025-02-09,31252,484.01,71.0,X12,S4HANA,Formato inválido,1756.35,AS2,SAP,Baja,Formato no soportado,No,Sí,LEGACY,0.0,0.0
Falla,862,2025-05-09,33365,638.88,93.0,X12,410,Timeout,2318.33,SFTP,Legacy,Alta,Fallo en unidades de medida,Sí,No,SEEBURGER,279.0,4.65
Éxito,810,2025-10-06,3862,451.53,66.0,EDIFACT,,Desincronización de reloj,1638.49,AS2,SAP,Alta,Desincronización de reloj,Sí,No,EPICOR,0.0,0.0
Éxito,862,2025-04-16,19119,354.19,52.0,X12,S4HANA,Error de autenticación,1285.26,AS2,SAP,Baja,Fallo en unidades de medida,Sí,No,SIMTEL,0.0,0.0
Éxito,850,2025-09-11,17987,501.3,73.0,EDIFACT,ECC6.0,,1819.09,OFTP,Legacy,Baja,Error de autenticación,Sí,No,SEEBURGER,0.0,0.0
Falla,830,2025-12-28,16275,622.18,91.0,EDIFACT,S4HANA,Error de autenticación,,AS2,SAP,Media,Desincronización de reloj,No,Sí,EPICOR,273.0,4.55
Éxito,862,2025-07-02,6413,499.55,73.0,X12,SAP PI,Formato inválido,1812.74,API,Legacy,Alta,Documento parcialmente transmitido,No,Sí,SAP,0.0,0.0
Éxito,810,2025-04-23,2247,520.17,,X12,410,Timeout,1887.56,API,,Baja,Error de autenticación,Sí,Sí,SIMTEL,0.0,0.0
Éxito,850,2025-08-16,15874,497.3,73.0,X12,410,Error de autenticación,1804.57,SFTP,SAP,Baja,Certificado expirado,Sí,Sí,EPICOR,0.0,0.0
Éxito,862,2025-06-04,6409,478.94,70.0,X12,R/3,Sin respuesta,1737.95,API,Legacy,Media,Falta un campo mandatorio,No,Sí,SIMTEL,0.0,0.0
Falla,830,2025-07-07,5192,740.02,108.0,EDIFACT,S4HANA,Sin respuesta,2685.34,API,SAP,Alta,Fallo en unidades de medida,No,Sí,SEEBURGER,300.0,5.4
Falla,810,2025-10-10,13178,631.36,92.0,X12,R/3,Sin respuesta,2291.04,AS2,WEBEDI,Alta,Fallo en unidades de medida,Sí,No,VAN,276.0,4.6
Falla,830,2025-05-30,27324,687.39,100.0,EDIFACT,,Sin respuesta,2494.36,AS2,Legacy,Baja,Desincronización de reloj,Sí,No,SAP,300.0,5.0
Falla,830,2025-12-01,4565,788.47,115.0,X12,S4HANA,Desincronización de reloj,,OFTP,Legacy,Baja,Fallo en unidades de medida,No,Sí,SAP,300.0,5.75
Éxito,810,2025-09-27,3220,452.93,66.0,EDIFACT,410,Error de autenticación,1643.57,AS2,Legacy,Alta,Mal encoding,Sí,No,SEEBURGER,0.0,0.0
Falla,856,2025-05-17,20087,588.3,86.0,EDIFACT,,Sin respuesta,2134.79,SFTP,SAP,Baja,Falta un campo mandatorio,Sí,No,SEEBURGER,258.0,4.3
Falla,830,2025-06-13,23036,691.12,101.0,X12,SAP PI,Sin respuesta,2507.9,API,WEBEDI,Media,Error de autenticación,No,Sí,SEEBURGER,300.0,5.05
Éxito,810,2025-12-24,29382,553.37,81.0,EDIFACT,,,2008.04,AS2,VAN,Alta,Error de autenticación,Sí,Sí,SIMTEL,0.0,0.0
Éxito,830,2025-10-05,7527,465.49,68.0,X12,R/3,,1689.14,SFTP,Legacy,Baja,Duplicado,No,Sí,SIMTEL,0.0,0.0
Falla,862,2025-09-15,12229,637.37,93.0,X12,SAP PI,Desincronización de reloj,2312.85,API,SAP,Media,Duplicado,No,Sí,SAP,279.0,4.65
Éxito,862,2025-02-23,15574,372.63,54.0,X12,ECC6.0,Desincronización de reloj,1352.18,API,Legacy,Media,Falta un campo mandatorio,No,Sí,VAN,0.0,0.0
Éxito,810,2025-01-28,9238,514.15,75.0,X12,ECC6.0,Timeout,1865.72,API,WEBEDI,Alta,Falta un campo mandatorio,No,Sí,LEGACY,0.0,0.0
Falla,850,2025-06-27,23337,575.89,84.0,X12,ECC6.0,Sin respuesta,2089.76,FTPS,SAP,Alta,Documento parcialmente transmitido,Sí,No,SIMTEL,252.0,4.2
Éxito,856,2025-07-30,8685,489.23,72.0,X12,SAP PI,Timeout,1775.29,API,SAP,Baja,Formato no soportado,No,Sí,SIMTEL,0.0,0.0
Éxito,862,2025-12-28,29562,562.55,82.0,EDIFACT,,Timeout,2041.35,AS2,WEBEDI,Baja,Formato no soportado,Sí,No,LEGACY,0.0,0.0
Éxito,850,2025-11-15,3290,565.25,83.0,EDIFACT,ECC6.0,Timeout,2051.15,API,SAP,Baja,Error de autenticación,Sí,Sí,LEGACY,0.0,0.0
Éxito,856,2025-09-06,31854,556.01,81.0,EDIFACT,R/3,Timeout,2017.62,API,SAP,Alta,Mal encoding,Sí,No,VAN,0.0,0.0
Éxito,862,2025-05-24,27841,481.15,70.0,EDIFACT,410,Error de autenticación,1745.97,AS2,SAP,Media,Fallo en unidades de medida,Sí,Sí,SIMTEL,0.0,0.0
Éxito,856,2025-02-10,16076,459.71,67.0,X12,SAP PI,Error de autenticación,1668.17,AS2,SAP,Media,Certificado expirado,No,Sí,SAP,0.0,0.0
Éxito,830,2025-04-15,29434,488.46,71.0,EDIFACT,410,Error de autenticación,1772.5,FTPS,Legacy,Alta,Mal encoding,No,Sí,LEGACY,0.0,0.0
Éxito,810,2025-03-12,32566,362.83,53.0,EDIFACT,,Timeout,1316.62,FTPS,Legacy,Baja,Mal encoding,No,Sí,LEGACY,0.0,0.0
Falla,862,2025-09-24,15187,637.62,93.0,X12,R/3,Sin respuesta,2313.76,SFTP,Legacy,Baja,Duplicado,Sí,Sí,SIMTEL,279.0,4.65
Éxito,862,2025-04-29,15852,554.12,,X12,410,Desincronización de reloj,2010.76,AS2,SAP,Media,Certificado expirado,No,Sí,LEGACY,0.0,0.0
Éxito,830,2025-06-06,30759,516.86,76.0,EDIFACT,S4HANA,,1875.55,AS2,VAN,Media,Falta un campo mandatorio,Sí,Sí,SIMTEL,0.0,0.0
Éxito,862,2025-10-11,29074,432.26,63.0,X12,SAP PI,Timeout,1568.56,FTPS,SAP,Alta,Fallo en unidades de medida,No,Sí,EPICOR,0.0,0.0
Éxito,862,2025-04-18,1760,512.89,75.0,X12,ECC6.0,Formato inválido,1861.15,API,SAP,Media,Error de autenticación,No,Sí,LEGACY,0.0,0.0
Éxito,862,2025-03-04,19803,510.88,75.0,X12,ECC6.0,Error de autenticación,1853.85,API,SAP,Baja,Mal encoding,Sí,No,LEGACY,0.0,0.0
Éxito,862,2025-07-10,24389,456.45,67.0,EDIFACT,S4HANA,Sin respuesta,1656.34,API,WEBEDI,Alta,Formato no soportado,Sí,No,SIMTEL,0.0,0.0
Falla,862,2025-03-14,23403,605.01,88.0,X12,,Error de autenticación,2195.43,SFTP,Legacy,Media,Documento parcialmente transmitido,Sí,No,SIMTEL,264.0,4.4
Éxito,850,2025-01-19,24488,386.95,57.0,EDIFACT,410,Sin respuesta,1404.14,SFTP,Legacy,Alta,Falta un campo mandatorio,Sí,No,SEEBURGER,0.0,0.0
Éxito,862,2025-05-01,15735,408.94,60.0,X12,ECC6.0,Formato inválido,1483.94,API,VAN,Baja,Duplicado,Sí,Sí,SAP,0.0,0.0
Falla,830,2025-12-24,26060,611.16,89.0,X12,410,Sin respuesta,,FTPS,Legacy,Alta,Fallo en unidades de medida,No,Sí,SIMTEL,267.0,4.45
Falla,862,2025-08-14,16767,650.41,,EDIFACT,410,Error de autenticación,2360.17,AS2,VAN,Baja,Documento parcialmente transmitido,No,Sí,SAP,,
Éxito,856,2025-11-29,27863,527.9,77.0,EDIFACT,SAP PI,,1915.61,API,Legacy,Alta,Fallo en unidades de medida,Sí,No,SAP,0.0,0.0
Éxito,856,2025-08-21,8753,401.28,59.0,EDIFACT,SAP PI,Error de autenticación,1456.14,FTPS,SAP,Baja,Mal encoding,Sí,Sí,SIMTEL,0.0,0.0
Falla,830,2025-02-28,25115,632.23,92.0,X12,SAP PI,Desincronización de reloj,2294.2,AS2,SAP,Alta,Formato no soportado,No,Sí,SAP,276.0,4.6
Éxito,850,2025-01-11,1600,521.15,76.0,EDIFACT,SAP PI,Timeout,1891.12,FTPS,Legacy,Media,Desincronización de reloj,Sí,No,EPICOR,0.0,0.0
Éxito,830,2025-09-13,5406,512.31,75.0,EDIFACT,S4HANA,Desincronización de reloj,1859.04,FTPS,SAP,Alta,Documento parcialmente transmitido,Sí,No,SAP,0.0,0.0
Falla,850,2025-01-18,16591,654.48,96.0,X12,S4HANA,Timeout,2374.94,AS2,,Alta,Falta un campo mandatorio,No,Sí,VAN,288.0,4.8
Falla,810,2025-05-19,3843,583.48,85.0,X12,R/3,Timeout,2117.3,AS2,Legacy,Baja,Falta un campo mandatorio,No,Sí,SEEBURGER,255.0,4.25
Éxito,856,2025-05-23,9592,463.17,68.0,EDIFACT,410,,1680.72,API,Legacy,Alta,Formato no soportado,Sí,No,VAN,0.0,0.0
Éxito,856,2025-10-29,21118,342.95,50.0,EDIFACT,R/3,Formato inválido,1244.48,AS2,SAP,Baja,Desincronización de reloj,No,Sí,EPICOR,0.0,0.0
Éxito,856,2025-07-16,6525,468.42,68.0,EDIFACT,S4HANA,Timeout,1699.78,API,Legacy,Alta,Falta un campo mandatorio,Sí,Sí,SEEBURGER,0.0,0.0
Éxito,850,2025-06-03,12942,547.39,,EDIFACT,R/3,Sin respuesta,1986.34,OFTP,Legacy,Alta,Mal encoding,No,Sí,SIMTEL,0.0,0.0
Éxito,830,2025-02-13,15256,563.75,82.0,EDIFACT,410,Desincronización de reloj,2045.7,AS2,WEBEDI,Media,Desincronización de reloj,No,Sí,LEGACY,0.0,0.0
Éxito,850,2025-01-31,18212,377.4,55.0,X12,SAP PI,Sin respuesta,1369.49,FTPS,SAP,Alta,Certificado expirado,Sí,Sí,VAN,0.0,0.0
Éxito,856,2025-05-23,11044,435.06,64.0,EDIFACT,ECC6.0,Formato inválido,1578.72,AS2,,Baja,Desincronización de reloj,Sí,No,SEEBURGER,0.0,0.0
Éxito,856,2025-11-09,28888,204.53,30.0,EDIFACT,S4HANA,Formato inválido,742.19,FTPS,Legacy,Alta,Formato no soportado,No,Sí,LEGACY,0.0,0.0
Éxito,856,2025-07-16,31238,534.64,78.0,X12,410,Desincronización de reloj,1940.07,OFTP,Legacy,Media,Duplicado,Sí,Sí,SAP,0.0,0.0
Éxito,856,2025-09-11,3790,328.59,48.0,EDIFACT,ECC6.0,Sin respuesta,1192.37,AS2,SAP,Baja,Documento parcialmente transmitido,No,Sí,SAP,0.0,0.0
Éxito,810,2025-01-10,19250,454.16,66.0,X12,S4HANA,,1648.03,SFTP,SAP,Baja,Error de autenticación,No,Sí,SIMTEL,0.0,0.0
Éxito,856,2025-07-15,12855,410.23,60.0,EDIFACT,410,Timeout,,FTPS,Legacy,Baja,Fallo en unidades de medida,No,Sí,VAN,0.0,0.0
Éxito,850,2025-07-16,12792,567.29,83.0,EDIFACT,S4HANA,Error de autenticación,2058.55,AS2,,Alta,Fallo en unidades de medida,No,Sí,LEGACY,0.0,0.0
Éxito,856,2025-08-16,30631,538.39,79.0,X12,410,Error de autenticación,1953.68,API,Legacy,Baja,Fallo en unidades de medida,Sí,Sí,LEGACY,0.0,0.0
Éxito,862,2025-01-23,32887,426.63,62.0,X12,S4HANA,Desincronización de reloj,1548.13,API,SAP,Alta,Formato no soportado,No,Sí,SIMTEL,0.0,0.0
Éxito,856,2025-04-16,19293,567.55,83.0,X12,SAP PI,Error de autenticación,2059.49,AS2,SAP,Media,Falta un campo mandatorio,Sí,No,VAN,0.0,0.0
Éxito,862,2025-07-14,11203,530.37,78.0,EDIFACT,410,,1924.58,API,VAN,Baja,Certificado expirado,No,Sí,EPICOR,0.0,0.0
Éxito,850,2025-04-05,1720,162.44,24.0,EDIFACT,R/3,Formato inválido,589.45,API,Legacy,Media,Falta un campo mandatorio,Sí,Sí,SIMTEL,0.0,0.0
Falla,810,2025-12-04,31031,730.85,107.0,X12,ECC6.0,Timeout,2652.07,AS2,Legacy,Alta,Falta un campo mandatorio,No,Sí,SEEBURGER,300.0,5.35
Éxito,856,2025-08-09,7908,553.77,81.0,EDIFACT,S4HANA,Timeout,2009.49,API,Legacy,Media,Documento parcialmente transmitido,Sí,Sí,SEEBURGER,0.0,0.0
Falla,850,2025-09-30,11861,612.33,90.0,X12,SAP PI,Desincronización de reloj,2221.99,SFTP,Legacy,Baja,Documento parcialmente transmitido,Sí,Sí,SIMTEL,270.0,4.5
Éxito,862,2025-01-27,16906,427.75,63.0,EDIFACT,R/3,Formato inválido,1552.19,API,WEBEDI,Baja,Error de autenticación,No,Sí,EPICOR,0.0,0.0
Éxito,810,2025-12-05,15092,406.61,59.0,EDIFACT,S4HANA,Sin respuesta,1475.48,AS2,VAN,Baja,Error de autenticación,Sí,Sí,SEEBURGER,0.0,0.0
Falla,850,2025-01-17,4740,700.01,102.0,X12,ECC6.0,,2540.16,API,SAP,Baja,Documento parcialmente transmitido,Sí,No,EPICOR,300.0,5.1
Éxito,810,2025-10-05,30607,468.21,68.0,X12,R/3,Desincronización de reloj,1699.01,OFTP,VAN,Media,Falta un campo mandatorio,No,Sí,SEEBURGER,0.0,0.0
Éxito,862,2025-06-28,19154,493.63,72.0,X12,ECC6.0,Formato inválido,1791.26,SFTP,WEBEDI,Baja,Desincronización de reloj,Sí,Sí,VAN,0.0,0.0
Falla,856,2025-01-14,32704,685.63,100.0,X12,,Desincronización de reloj,2487.97,SFTP,VAN,Media,Fallo en unidades de medida,Sí,No,SEEBURGER,300.0,5.0
Éxito,810,2025-11-08,9043,463.91,68.0,X12,SAP PI,Formato inválido,1683.41,API,SAP,Alta,Documento parcialmente transmitido,Sí,Sí,VAN,0.0,0.0
Éxito,862,2025-06-22,14068,501.57,73.0,X12,R/3,,1820.07,AS2,Legacy,Baja,Documento parcialmente transmitido,Sí,Sí,SEEBURGER,0.0,0.0
Éxito,862,2025-05-15,21702,367.43,54.0,X12,S4HANA,Timeout,1333.31,SFTP,Legacy,Media,Mal encoding,No,Sí,SEEBURGER,0.0,0.0
Falla,850,2025-10-30,25074,694.5,102.0,X12,S4HANA,Formato inválido,2520.16,API,SAP,Media,Falta un campo mandatorio,Sí,No,EPICOR,300.0,5.1
Éxito,862,2025-04-21,8358,424.07,62.0,EDIFACT,ECC6.0,Formato inválido,1538.84,AS2,SAP,Media,Documento parcialmente transmitido,No,Sí,SEEBURGER,0.0,0.0
Éxito,862,2025-01-15,1568,482.76,71.0,X12,SAP PI,Sin respuesta,1751.81,AS2,SAP,Media,Desincronización de reloj,Sí,Sí,EPICOR,0.0,0.0
Éxito,830,2025-06-24,11364,165.76,24.0,X12,R/3,Error de autenticación,601.5,API,SAP,Baja,Error de autenticación,Sí,Sí,LEGACY,0.0,0.0
Éxito,862,2025-11-15,26819,482.94,71.0,X12,ECC6.0,,1752.46,API,Legacy,Baja,Duplicado,Sí,No,LEGACY,0.0,0.0
Éxito,856,2025-08-11,25110,492.28,72.0,EDIFACT,ECC6.0,Timeout,1786.36,API,SAP,Baja,Falta un campo mandatorio,No,Sí,LEGACY,0.0,0.0
Éxito,810,2025-08-07,23268,458.35,67.0,X12,,Timeout,1663.23,SFTP,Legacy,Baja,Formato no soportado,Sí,Sí,SEEBURGER,0.0,0.0
Éxito,856,2025-01-30,3513,326.13,48.0,EDIFACT,,,1183.44,AS2,Legacy,Alta,Desincronización de reloj,No,Sí,LEGACY,0.0,0.0
Éxito,856,2025-02-25,27782,554.53,81.0,X12,S4HANA,Timeout,2012.25,AS2,Legacy,Baja,Formato no soportado,No,Sí,LEGACY,0.0,0.0
Éxito,850,2025-10-11,27523,309.98,45.0,X12,410,Error de autenticación,,API,Legacy,Baja,Mal encoding,Sí,Sí,EPICOR,0.0,0.0
Éxito,830,2025-07-18,20954,334.32,49.0,EDIFACT,,,1213.16,AS2,SAP,Baja,Mal encoding,Sí,No,EPICOR,0.0,0.0
Éxito,830,2025-12-14,25551,473.99,69.0,EDIFACT,R/3,,1719.99,API,SAP,Alta,Fallo en unidades de medida,Sí,No,LEGACY,0.0,0.0
Falla,856,2025-05-28,1791,621.16,91.0,EDIFACT,SAP PI,Desincronización de reloj,2254.03,FTPS,Legacy,Baja,Mal encoding,Sí,No,SIMTEL,273.0,4.55
Éxito,810,2025-10-01,7813,495.21,72.0,EDIFACT,410,Timeout,1796.99,AS2,WEBEDI,Baja,Desincronización de reloj,No,Sí,EPICOR,0.0,0.0
Éxito,830,2025-08-26,25612,529.79,77.0,EDIFACT,SAP PI,Timeout,1922.47,API,SAP,Baja,Falta un campo mandatorio,No,Sí,SAP,0.0,0.0
Éxito,830,2025-08-06,31658,432.86,63.0,X12,SAP PI,Error de autenticación,1570.74,API,SAP,Baja,Fallo en unidades de medida,No,Sí,SEEBURGER,0.0,0.0
Éxito,856,2025-10-21,5180,432.65,63.0,X12,410,Sin respuesta,1569.98,FTPS,SAP,Baja,Documento parcialmente transmitido,No,Sí,SAP,0.0,0.0
Falla,830,2025-10-18,21795,588.12,,EDIFACT,410,Desincronización de reloj,2134.14,AS2,,Media,Falta un campo mandatorio,No,Sí,SIMTEL,,
Falla,850,2025-09-23,6152,623.23,,X12,410,Sin respuesta,2261.54,SFTP,Legacy,Baja,Mal encoding,Sí,No,VAN,,
Falla,856,2025-05-14,1853,611.07,89.0,X12,SAP PI,Sin respuesta,2217.42,OFTP,SAP,Baja,Mal encoding,Sí,No,VAN,267.0,4.45
Éxito,830,2025-03-25,19148,561.66,82.0,EDIFACT,R/3,Desincronización de reloj,2038.12,OFTP,Legacy,Media,Certificado expirado,Sí,No,EPICOR,0.0,0.0
